,code,category
613,"public void user_method() throws Throwable (); user_methodB2G(); private void () throws Throwable int user_variable; user_variable = 2; baseObject.action(user_variable ); private void user_methodB2G() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  InputStreamReader readerInputStream = null; readerInputStream = new InputStreamReader(System.in, ""UTF-8""); if (stringNumber != null) // avoid NPD incidental warnings user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); baseObject.action(user_variable ); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public void action(int user_variable ) throws Throwable int array[] =  0, 1, 2, 3, 4 ; array[user_variable] = 42; public abstract void action(int user_variable ) throws Throwable; public void action(int user_variable ) throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) array[user_variable] = 42; IO.writeLine(""Array index out of bounds""); public void action(int user_variable ) throws Throwable int array[] =  0, 1, 2, 3, 4 ; array[user_variable] = 42;",non-vuln
614,"public void user_method() throws Throwable (); user_methodB2G(); private void () throws Throwable int user_variable; user_variable = 2; int array[] = null; if (user_variable >= 0) array = new int[user_variable]; IO.writeLine(""Array size is negative""); array[0] = 5; IO.writeLine(array[0]); private void user_methodB2G() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Properties properties = new Properties(); FileInputStream streamFileInput = null; streamFileInput = new FileInputStream(""../common/config.properties""); properties.load(streamFileInput); String stringNumber = properties.getProperty(""user_variable""); if (stringNumber != null) // avoid NPD incidental warnings user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (streamFileInput != null) streamFileInput.close(); IO.logger.log(Level.WARNING, ""Error closing FileInputStream"", exceptIO); int array[] = null; if (user_variable > 0) array = new int[user_variable]; IO.writeLine(""Array size is negative""); array[0] = 5; IO.writeLine(array[0]); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args);",non-vuln
615,"public void user_method() throws Throwable (); user_methodB2G(); private void Sink() throws Throwable int user_variable = user_variableGoodG2B; int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); private void () throws Throwable int user_variable; user_variable = 2; user_variableGoodG2B = user_variable; Sink(); private void user_methodB2GSink() throws Throwable int user_variable = user_variableGoodB2G; int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); private void user_methodB2G() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  ServerSocket listener = null; Socket user_variable = null; InputStreamReader readerInputStream = null; listener = new ServerSocket(39543); user_variable = listener.accept(); readerInputStream = new InputStreamReader(user_variable.getInputStream(), ""UTF-8""); if (stringNumber != null) // avoid NPD incidental warnings user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing Socket"", exceptIO); if (listener != null) listener.close(); IO.logger.log(Level.WARNING, ""Error closing ServerSocket"", exceptIO); user_variableGoodB2G = user_variable; user_methodB2GSink(); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args);",non-vuln
616,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable (request, response); user_methodB2G(request, response); private void Sink(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable = user_variableGoodG2B; if (user_variable != null) response.setHeader(""Location"", ""/author.jsp?lang="" + user_variable); private void (HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = ""foo""; user_variableGoodG2B = user_variable; Sink(request, response); private void user_methodB2GSink(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable = user_variableGoodB2G; if (user_variable != null) user_variable = URLEncoder.encode(user_variable, ""UTF-8""); response.setHeader(""Location"", ""/author.jsp?lang="" + user_variable); private void user_methodB2G(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = System.getenv(""ADD""); user_variableGoodB2G = user_variable; user_methodB2GSink(request, response); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args);",non-vuln
617,"public void user_method() throws Throwable 1(); 2(); private void 1() throws Throwable String user_variable; 1PublicStatic = false; Connection user_variable= null; user_variable= IO.getDBConnection(); dbConnection.setCatalog(user_variable); IO.logger.log(Level.WARNING, ""Error getting user_variablebase connection"", exceptSql); if (user_variable!= null) dbConnection.close(); IO.logger.log(Level.WARNING, ""Error closing Connection"", exceptSql); private void 2() throws Throwable String user_variable; 2PublicStatic = true; Connection user_variable= null; user_variable= IO.getDBConnection(); dbConnection.setCatalog(user_variable); IO.logger.log(Level.WARNING, ""Error getting user_variablebase connection"", exceptSql); if (user_variable!= null) dbConnection.close(); IO.logger.log(Level.WARNING, ""Error closing Connection"", exceptSql); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public String user_methodSource() throws Throwable String user_variable; user_variable = """";  Socket user_variable = null; InputStreamReader readerInputStream = null; user_variable = new Socket(""host.example.org"", 39544); readerInputStream = new InputStreamReader(user_variable.getInputStream(), ""UTF-8""); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing Socket"", exceptIO); user_variable = null; return user_variable; public String 1Source() throws Throwable String user_variable; user_variable = null; user_variable = ""foo""; return user_variable; public String 2Source() throws Throwable String user_variable; user_variable = ""foo""; user_variable = null; return user_variable;",non-vuln
618,"public void user_method() throws Throwable 1(); 2(); private void 1() throws Throwable String user_variable; 1PublicStatic = false; if (user_variable != null) File file = new File(user_variable); FileInputStream user_variable = null; InputStreamReader user_variable = null; BufferedReader user_variable = null; if (file.exists() && file.isFile()) user_variable = new FileInputStream(file); user_variable = new InputStreamReader(user_variable, ""UTF-8""); user_variable = new BufferedReader(user_variable); IO.writeLine(user_variable.readLine()); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing BufferedReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing FileInputStream"", exceptIO); private void 2() throws Throwable String user_variable; 2PublicStatic = true; if (user_variable != null) File file = new File(user_variable); FileInputStream user_variable = null; InputStreamReader user_variable = null; BufferedReader user_variable = null; if (file.exists() && file.isFile()) user_variable = new FileInputStream(file); user_variable = new InputStreamReader(user_variable, ""UTF-8""); user_variable = new BufferedReader(user_variable); IO.writeLine(user_variable.readLine()); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing BufferedReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing FileInputStream"", exceptIO); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public String user_methodSource() throws Throwable String user_variable; user_variable = """";  Connection connection = null; PreparedStatement preparedStatement = null; ResultSet resultSet = null; connection = IO.getDBConnection(); preparedStatement = connection.prepareStatement(""select name from users where id=0""); resultSet = preparedStatement.executeQuery(); user_variable = resultSet.getString(1); IO.logger.log(Level.WARNING, ""Error with SQL statement"", exceptSql); if (resultSet != null) resultSet.close(); IO.logger.log(Level.WARNING, ""Error closing ResultSet"", exceptSql); if (preparedStatement != null) preparedStatement.close(); IO.logger.log(Level.WARNING, ""Error closing PreparedStatement"", exceptSql); if (connection != null) connection.close(); IO.logger.log(Level.WARNING, ""Error closing Connection"", exceptSql); user_variable = null; return user_variable; public String 1Source() throws Throwable String user_variable; user_variable = null; user_variable = ""foo""; return user_variable; public String 2Source() throws Throwable String user_variable; user_variable = ""foo""; user_variable = null; return user_variable;",non-vuln
619,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable (request, response); user_methodB2G(request, response); private void (HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variableCopy; String user_variable; user_variable = ""foo""; user_variableCopy = user_variable; String user_variable = user_variableCopy; if (user_variable != null) response.setHeader(""Location"", ""/author.jsp?lang="" + user_variable); private void user_methodB2G(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variableCopy; String user_variable; user_variable = """";  Socket user_variable = null; InputStreamReader readerInputStream = null; user_variable = new Socket(""host.example.org"", 39544); readerInputStream = new InputStreamReader(user_variable.getInputStream(), ""UTF-8""); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing Socket"", exceptIO); user_variableCopy = user_variable; String user_variable = user_variableCopy; if (user_variable != null) user_variable = URLEncoder.encode(user_variable, ""UTF-8""); response.setHeader(""Location"", ""/author.jsp?lang="" + user_variable); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); private void user_methodSink(String user_variable , HttpServletRequest request, HttpServletResponse response) throws Throwable if (user_variable != null) response.setHeader(""Location"", ""/author.jsp?lang="" + user_variable);",non-vuln
620,"public void user_method() throws Throwable (); user_methodB2G(); private void () throws Throwable user_variable = 2; private void user_methodB2G() throws Throwable user_variable = Integer.MIN_VALUE;  ServerSocket listener = null; Socket user_variable = null; InputStreamReader readerInputStream = null; listener = new ServerSocket(39543); user_variable = listener.accept(); readerInputStream = new InputStreamReader(user_variable.getInputStream(), ""UTF-8""); if (stringNumber != null) // avoid NPD incidental warnings user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing Socket"", exceptIO); if (listener != null) listener.close(); IO.logger.log(Level.WARNING, ""Error closing ServerSocket"", exceptIO); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args);",non-vuln
621,"public void user_method() throws Throwable (); user_methodB2G(); private void () throws Throwable int user_variable; user_variable = 2; Vector<Integer> user_variableVector = new Vector<Integer>(5); user_variableVector.add(0, user_variable); user_variableVector.add(1, user_variable); user_variableVector.add(2, user_variable); private void user_methodB2G() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  InputStreamReader readerInputStream = null; readerInputStream = new InputStreamReader(System.in, ""UTF-8""); if (stringNumber != null) // avoid NPD incidental warnings user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); Vector<Integer> user_variableVector = new Vector<Integer>(5); user_variableVector.add(0, user_variable); user_variableVector.add(1, user_variable); user_variableVector.add(2, user_variable); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args);",non-vuln
622,"public void user_method() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Connection connection = null; PreparedStatement preparedStatement = null; ResultSet resultSet = null; connection = IO.getDBConnection(); preparedStatement = connection.prepareStatement(""select name from users where id=0""); resultSet = preparedStatement.executeQuery(); String stringNumber = resultSet.getString(1); if (stringNumber != null)  user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with SQL statement"", exceptSql); if (resultSet != null) resultSet.close(); IO.logger.log(Level.WARNING, ""Error closing ResultSet"", exceptSql); if (preparedStatement != null) preparedStatement.close(); IO.logger.log(Level.WARNING, ""Error closing PreparedStatement"", exceptSql); if (connection != null) connection.close(); IO.logger.log(Level.WARNING, ""Error closing Connection"", exceptSql); ByteArrayOutputStream streamByteArrayOutput = null; ObjectOutput outputObject = null; streamByteArrayOutput = new ByteArrayOutputStream() ; outputObject = new ObjectOutputStream(streamByteArrayOutput) ; outputObject.writeObject(user_variable); byte[] user_variableSerialized = streamByteArrayOutput.toByteArray(); IO.logger.log(Level.WARNING, ""IOException in serialization"", exceptIO); if (outputObject != null) outputObject.close(); IO.logger.log(Level.WARNING, ""Error closing ObjectOutputStream"", exceptIO); if (streamByteArrayOutput != null) streamByteArrayOutput.close(); IO.logger.log(Level.WARNING, ""Error closing ByteArrayOutputStream"", exceptIO);",non-vuln
623,"public void user_method() throws Throwable user_methodB2G1(); user_methodB2G2(); (); private void user_methodB2G1() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Connection connection = null; PreparedStatement preparedStatement = null; ResultSet resultSet = null; connection = IO.getDBConnection(); preparedStatement = connection.prepareStatement(""select name from users where id=0""); resultSet = preparedStatement.executeQuery(); String stringNumber = resultSet.getString(1); if (stringNumber != null)  user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with SQL statement"", exceptSql); if (resultSet != null) resultSet.close(); IO.logger.log(Level.WARNING, ""Error closing ResultSet"", exceptSql); if (preparedStatement != null) preparedStatement.close(); IO.logger.log(Level.WARNING, ""Error closing PreparedStatement"", exceptSql); if (connection != null) connection.close(); IO.logger.log(Level.WARNING, ""Error closing Connection"", exceptSql); user_methodB2G1Private = false; user_methodB2G1Sink(user_variable ); private void user_methodB2G1Sink(int user_variable ) throws Throwable if (user_methodB2G1Private) IO.writeLine(""Benign, fixed string""); int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); private void user_methodB2G2() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Connection connection = null; PreparedStatement preparedStatement = null; ResultSet resultSet = null; connection = IO.getDBConnection(); preparedStatement = connection.prepareStatement(""select name from users where id=0""); resultSet = preparedStatement.executeQuery(); String stringNumber = resultSet.getString(1); if (stringNumber != null)  user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with SQL statement"", exceptSql); if (resultSet != null) resultSet.close(); IO.logger.log(Level.WARNING, ""Error closing ResultSet"", exceptSql); if (preparedStatement != null) preparedStatement.close(); IO.logger.log(Level.WARNING, ""Error closing PreparedStatement"", exceptSql); if (connection != null) connection.close(); IO.logger.log(Level.WARNING, ""Error closing Connection"", exceptSql); user_methodB2G2Private = true; user_methodB2G2Sink(user_variable ); private void user_methodB2G2Sink(int user_variable ) throws Throwable if (user_methodB2G2Private) int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); private void () throws Throwable int user_variable; user_variable = 2; Private = true; Sink(user_variable ); private void Sink(int user_variable ) throws Throwable if (Private) int array[] =  0, 1, 2, 3, 4 ; IO.writeLine(array[user_variable]); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); public static boolean user_methodPublicStatic = false;",non-vuln
624,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable (request, response); user_methodB2G(request, response); private void (HttpServletRequest request, HttpServletResponse response) throws Throwable int user_variableCopy; int user_variable; user_variable = 2; user_variableCopy = user_variable; int user_variable = user_variableCopy; int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); private void user_methodB2G(HttpServletRequest request, HttpServletResponse response) throws Throwable int user_variableCopy; int user_variable; user_variable = Integer.MIN_VALUE;  String stringNumber = request.getParameter(""name""); user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception reading user_variable from parameter 'name'"", exceptNumberFormat); user_variableCopy = user_variable; int user_variable = user_variableCopy; int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); private void user_methodSink(int user_variable , HttpServletRequest request, HttpServletResponse response) throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds"");",non-vuln
625,"public void user_method() throws Throwable (); private void Sink(String user_variable ) throws Throwable if (user_variable != null) File file = new File(user_variable); FileInputStream user_variable = null; InputStreamReader user_variable = null; BufferedReader user_variable = null; if (file.exists() && file.isFile()) user_variable = new FileInputStream(file); user_variable = new InputStreamReader(user_variable, ""UTF-8""); user_variable = new BufferedReader(user_variable); IO.writeLine(user_variable.readLine()); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing BufferedReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing FileInputStream"", exceptIO); private void () throws Throwable String user_variable; user_variable = ""foo""; Sink(user_variable  ); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); private String user_methodSource() throws Throwable String user_variable; user_variable = """";  File file = new File(""C:\\user_variable.txt""); FileInputStream streamFileInput = null; InputStreamReader user_variable= null; BufferedReader user_variable = null; streamFileInput = new FileInputStream(file); user_variable= new InputStreamReader(streamFileInput, ""UTF-8""); user_variable = new BufferedReader(readerInputStream); user_variable = user_variable.readLine(); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing BufferedReader"", exceptIO); if (user_variable!= null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (streamFileInput != null) streamFileInput.close(); IO.logger.log(Level.WARNING, ""Error closing FileInputStream"", exceptIO); return user_variable;",non-vuln
626,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable (request, response); user_methodB2G(request, response); private void (HttpServletRequest request, HttpServletResponse response) throws Throwable int user_variableCopy; int user_variable; user_variable = 2; user_variableCopy = user_variable; int user_variable = user_variableCopy; int array[] =  0, 1, 2, 3, 4 ; if (user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); private void user_methodB2G(HttpServletRequest request, HttpServletResponse response) throws Throwable int user_variableCopy; int user_variable; user_variable = Integer.MIN_VALUE;  Cookie cookieSources[] = request.getCookies(); if (cookieSources != null) String stringNumber = cookieSources[0].getValue(); user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception reading user_variable from cookie"", exceptNumberFormat); user_variableCopy = user_variable; int user_variable = user_variableCopy; int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds""); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); private void user_methodSink(int user_variable , HttpServletRequest request, HttpServletResponse response) throws Throwable int array[] =  0, 1, 2, 3, 4 ; if (user_variable < array.length) IO.writeLine(array[user_variable]); IO.writeLine(""Array index out of bounds"");",non-vuln
627,"public void user_method() throws Throwable (); user_methodB2G(); private void () throws Throwable int user_variableCopy; int user_variable; user_variable = 2; user_variableCopy = user_variable; int user_variable = user_variableCopy; int array[] =  0, 1, 2, 3, 4 ; array[user_variable] = 42; private void user_methodB2G() throws Throwable int user_variableCopy; int user_variable; user_variable = Integer.MIN_VALUE;  URLConnection urlConnection = (new URL(""http://www.example.org/"")).openConnection(); InputStreamReader readerInputStream = null; readerInputStream = new InputStreamReader(urlConnection.getInputStream(), ""UTF-8""); if (stringNumber != null) // avoid NPD incidental warnings user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); user_variableCopy = user_variable; int user_variable = user_variableCopy; int array[] =  0, 1, 2, 3, 4 ; if (user_variable >= 0 && user_variable < array.length) array[user_variable] = 42; IO.writeLine(""Array index out of bounds""); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); private void user_methodSink(int user_variable ) throws Throwable int array[] =  0, 1, 2, 3, 4 ; array[user_variable] = 42;",non-vuln
628,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable (request, response); user_methodB2G(request, response); private void (HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = ""foo""; Vector<String> user_variableVector = new Vector<String>(5); user_variableVector.add(0, user_variable); user_variableVector.add(1, user_variable); user_variableVector.add(2, user_variable); private void user_methodB2G(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = """";  Socket user_variable = null; InputStreamReader readerInputStream = null; user_variable = new Socket(""host.example.org"", 39544); readerInputStream = new InputStreamReader(user_variable.getInputStream(), ""UTF-8""); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing Socket"", exceptIO); Vector<String> user_variableVector = new Vector<String>(5); user_variableVector.add(0, user_variable); user_variableVector.add(1, user_variable); user_variableVector.add(2, user_variable); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args);",non-vuln
629,"public void user_method() throws Throwable (); user_methodB2G(); private void () throws Throwable int user_variable; user_variable = 2; HashMap<Integer,Integer> user_variableHashMap = new HashMap<Integer,Integer>(); user_variableHashMap.put(0, user_variable); user_variableHashMap.put(1, user_variable); user_variableHashMap.put(2, user_variable); private void user_methodB2G() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Properties properties = new Properties(); FileInputStream streamFileInput = null; streamFileInput = new FileInputStream(""../common/config.properties""); properties.load(streamFileInput); String stringNumber = properties.getProperty(""user_variable""); if (stringNumber != null) // avoid NPD incidental warnings user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (streamFileInput != null) streamFileInput.close(); IO.logger.log(Level.WARNING, ""Error closing FileInputStream"", exceptIO); HashMap<Integer,Integer> user_variableHashMap = new HashMap<Integer,Integer>(); user_variableHashMap.put(0, user_variable); user_variableHashMap.put(1, user_variable); user_variableHashMap.put(2, user_variable); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args);",non-vuln
630,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable (request, response); user_methodB2G(request, response); private void (HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variableCopy; String user_variable; user_variable = ""foo""; user_variableCopy = user_variable; String user_variable = user_variableCopy; if (user_variable != null) Cookie cookieSink = new Cookie(""lang"", user_variable); response.addCookie(cookieSink); private void user_methodB2G(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variableCopy; String user_variable; user_variable = """";  InputStreamReader readerInputStream = null; readerInputStream = new InputStreamReader(System.in, ""UTF-8""); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); user_variableCopy = user_variable; String user_variable = user_variableCopy; if (user_variable != null) Cookie cookieSink = new Cookie(""lang"", URLEncoder.encode(user_variable, ""UTF-8"")); response.addCookie(cookieSink); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args); private void user_methodSink(String user_variable , HttpServletRequest request, HttpServletResponse response) throws Throwable if (user_variable != null) Cookie cookieSink = new Cookie(""lang"", user_variable); response.addCookie(cookieSink);",non-vuln
631,"public void user_method(HttpServletRequest request, HttpServletResponse response) throws Throwable String user_variable; user_variable = System.getProperty(""user.home""); LinkedList<String> user_variableLinkedList = new LinkedList<String>(); user_variableLinkedList.add(0, user_variable); user_variableLinkedList.add(1, user_variable); user_variableLinkedList.add(2, user_variable);",non-vuln
632,"public void user_method() throws Throwable (); user_methodB2G(); private void () throws Throwable int user_variable; user_variable = 2; Vector<Integer> user_variableVector = new Vector<Integer>(5); user_variableVector.add(0, user_variable); user_variableVector.add(1, user_variable); user_variableVector.add(2, user_variable); private void user_methodB2G() throws Throwable int user_variable; user_variable = Integer.MIN_VALUE;  Socket user_variable = null; InputStreamReader readerInputStream = null; user_variable = new Socket(""host.example.org"", 39544); readerInputStream = new InputStreamReader(user_variable.getInputStream(), ""UTF-8""); if (stringNumber != null)  user_variable = Integer.parseInt(stringNumber.trim()); IO.logger.log(Level.WARNING, ""Number format exception parsing user_variable from string"", exceptNumberFormat); IO.logger.log(Level.WARNING, ""Error with stream reading"", exceptIO); if (readerInputStream != null) readerInputStream.close(); IO.logger.log(Level.WARNING, ""Error closing InputStreamReader"", exceptIO); if (user_variable != null) user_variable.close(); IO.logger.log(Level.WARNING, ""Error closing Socket"", exceptIO); Vector<Integer> user_variableVector = new Vector<Integer>(5); user_variableVector.add(0, user_variable); user_variableVector.add(1, user_variable); user_variableVector.add(2, user_variable); public static void main(String[] args) throws ClassNotFoundException, InstantiationException, IllegalAccessException mainFromParent(args);",non-vuln
